# NodeID,Lat, Lon,Layer
5453b63355474a3362317270,3.5372355545105947,48.231939820695146,road
5453b63355474a3362317271,2.3955539609513337,49.049663371625094,road
5453b63355474a3362317272,1.6563044786850607,49.05187906283865,road
5453b63355474a3362317273,2.091532960687826,49.05588679019185,road
5453b63355474a3362317274,2.146181135828161,49.05648991168742,road
5453b63355474a3362317275,3.710933182434043,49.048990443259925,road
5453b63355474a3362317276,1.9323217624796667,48.23040769636736,road
5453b63355474a3362317277,3.622408227418039,48.23356000535538,road
5453b63355474a3362317278,2.025541741445847,49.055324696730594,road
5453b63355474a3362317279,2.1062584347872835,48.231819605304494,road
5453b63355474a336231727a,1.8403755391934504,49.21964611463471,road
5453b63355474a336231727b,2.276406531948541,48.972907415628406,road
5453b63355474a336231727c,2.2058482381932123,49.05115772985404,road
5453b63355474a336231727d,2.269917760001817,49.13369347603065,road
5453b63355474a336231727e,2.36978375423856,48.96275571376712,road
5453b63355474a336231727f,3.2015141786927517,49.02469173265567,road
5453b63355474a3362317280,2.70235788123293,48.94652950792742,road
5453b63355474a3362317281,2.2152838292731922,48.755008637450054,road
5453b63355474a3362317282,2.3505432060747,48.755834336450434,road
5453b63355474a3362317283,2.483339809199224,48.75655015361107,road
5453b63355474a3362317284,2.1056517373026438,48.231999480661756,road
5453b63355474a3362317285,3.5300518448688756,49.023767288630424,road
5453b63355474a3362317286,2.443926228959555,48.260794259601774,road
5453b63355474a3362317287,1.5981635272468455,48.79072327052685,road
5453b63355474a3362317288,2.064291985921465,48.79525516037912,road
5453b63355474a3362317289,2.5136654026,48.8534873866,train
5453b63355474a336231728a,2.1469953,48.7718437,train
5453b63355474a336231728b,2.2915759798884046,48.879308900863634,road
5453b63355474a336231728c,2.195164366408665,48.676120848969944,road
5453b63355474a336231728d,2.321657631630695,48.87953259386046,road
5453b63355474a336231728e,2.1864204792307524,48.878698906238135,road
5453b63355474a336231728f,2.847309070846521,48.93974263916768,road
5453b63355474a3362317290,2.290830525615675,48.87947985832019,road
5453b63355474a3362317291,2.142981003666859,48.878422786920225,road
5453b63355474a3362317292,2.298275423001026,48.714195290993175,road
5453b63355474a3362317293,2.059177983870919,48.457235911584846,road
5453b63355474a3362317294,1.7192278117443562,48.992780911773906,road
5453b63355474a3362317295,2.4594504,48.7797556,metro
5453b63355474a3362317296,1.9990070572954226,49.02907359967085,road
5453b63355474a3362317297,2.2308708,48.7406453,train
5453b63355474a3362317298,1.734271393202167,48.99287310390215,road
5453b63355474a3362317299,2.321749,48.934617,tram
5453b63355474a336231729a,2.3012923,48.8395785,metro
5453b63355474a336231729b,2.30281008292721,48.84261382341246,road
5453b63355474a336231729c,2.1106535969681275,48.84141602899019,road
5453b63355474a336231729d,2.1020405615186317,48.84135618150355,road
5453b63355474a336231729e,2.0988438700267733,48.841345633384925,road
5453b63355474a336231729f,2.308012,48.8415118,metro
5453b63355474a33623172a0,1.7921952303776605,49.21906956785497,road
5453b63355474a33623172a1,2.5277710490718777,48.66739164491492,road
5453b63355474a33623172a2,1.5724780092873878,48.659792367884734,road
5453b63355474a33623172a3,2.3269589286307264,48.66640452881089,road
5453b63355474a33623172a4,2.3600613,48.7399463,tram
5453b63355474a33623172a5,2.3527789,48.7417367,tram
5453b63355474a33623172a6,2.227969714503272,48.64332548182415,road
5453b63355474a33623172a7,2.8982854571803247,48.64576963498341,road
5453b63355474a33623172a8,3.403800905828775,48.645115363966845,road
5453b63355474a33623172a9,3.5070627694798344,48.64469819807393,road
5453b63355474a33623172aa,2.4465328809581606,48.74625320139299,road
5453b63355474a33623172ab,2.298005435860051,49.14781936700958,road
5453b63355474a33623172ac,2.2601023771814837,48.74515799414914,road
5453b63355474a33623172ad,1.9636845057136467,48.74295302211987,road
5453b63355474a33623172ae,3.1084193944155083,49.1496916562401,road
5453b63355474a33623172af,2.2649835551850357,48.83420308015551,road
5453b63355474a33623172b0,2.3867135,48.8869632,metro
5453b63355474a33623172b1,2.9622066482641527,49.23663949105187,road
5453b63355474a33623172b2,1.616013330606457,48.32877247112535,road
5453b63355474a33623172b3,2.5505201328071863,48.63307384867069,road
5453b63355474a33623172b4,1.7569171797114693,48.46523870367367,road
5453b63355474a33623172b5,2.705788199791434,48.73591277375579,road
5453b63355474a33623172b6,1.7272652098875398,48.468055599552905,road
5453b63355474a33623172b7,1.994216312751896,48.709375069877595,road
5453b63355474a33623172b8,1.515721467029415,49.17187669084004,road
5453b63355474a33623172b9,2.394439470946534,48.64043788461121,road
5453b63355474a33623172ba,2.1532455127121075,48.83273571243006,road
5453b63355474a33623172bb,2.26813760726172,48.639805459392,road
5453b63355474a33623172bc,2.3916287331951365,48.71225225284424,road
5453b63355474a33623172bd,2.4419631178306234,48.712529761104655,road
5453b63355474a33623172be,2.3937470828030234,48.64045235383301,road
5453b63355474a33623172bf,2.3893345,48.8750969,metro
5453b63355474a33623172c0,2.4039887194073977,48.712247174215584,road
5453b63355474a33623172c1,2.3634935859242328,48.83335137162264,road
5453b63355474a33623172c2,2.518901928226981,48.83408642788868,road
5453b63355474a33623172c3,2.4130084125956035,48.8336900636275,road
5453b63355474a33623172c4,1.5742313320467491,48.4426660054856,road
5453b63355474a33623172c5,2.6292611745557464,48.83437148453079,road
5453b63355474a33623172c6,3.639001877204747,48.449384012800714,road
5453b63355474a33623172c7,2.303172267958907,48.785459692943,road
5453b63355474a33623172c8,2.4483172708582073,48.786222461568684,road
5453b63355474a33623172c9,2.4020749399564196,48.83339307747046,road
5453b63355474a33623172ca,1.4631507013456648,48.36362406146846,road
5453b63355474a33623172cb,1.4457643804483922,48.44082346839805,road
5453b63355474a33623172cc,2.3917756447810414,48.78603798021722,road
5453b63355474a33623172cd,1.9620222238736833,48.78305058679587,road
5453b63355474a33623172ce,2.3638177028684346,48.739679955817806,road
5453b63355474a33623172cf,2.1452196,48.4274429,train
5453b63355474a33623172d0,1.948279371620742,48.347220751214515,road
5453b63355474a33623172d1,2.6459039010822494,48.8604082648824,road
5453b63355474a33623172d2,2.2604458498713687,48.47461126889756,road
5453b63355474a33623172d3,1.9748391442996218,48.347278142442654,road
5453b63355474a33623172d4,2.6418291860772234,48.35115915313733,road
5453b63355474a33623172d5,3.224041158132228,48.46535856769512,road
5453b63355474a33623172d6,2.4317202210659343,48.464259456817835,road
5453b63355474a33623172d7,1.5599710819006742,48.342839237054456,road
5453b63355474a33623172d8,3.13379513332973,48.351503588176534,road
5453b63355474a33623172d9,1.9882397056227685,48.851060740941435,road
5453b63355474a33623172da,2.5748005089991173,48.854641359165925,road
5453b63355474a33623172db,2.293183173692419,48.85902464188973,road
5453b63355474a33623172dc,2.6725626130589903,48.8606505502875,road
5453b63355474a33623172dd,2.323833600251386,48.859165779523806,road
5453b63355474a33623172de,2.3444232616018383,48.85362791967922,road
5453b63355474a33623172df,2.0163913061696523,48.856957165601045,road
5453b63355474a33623172e0,2.2327433410611186,48.86376074989979,road
5453b63355474a33623172e1,2.267107251532288,48.86398511649858,road
5453b63355474a33623172e2,2.482459694814262,48.874310264180586,road
5453b63355474a33623172e3,2.4446685042306755,48.874149903298814,road
5453b63355474a33623172e4,2.3595586118742005,48.86464596399178,road
5453b63355474a33623172e5,2.6230493101016847,48.86577038730416,road
5453b63355474a33623172e6,2.3015564496533987,48.86428555050576,road
5453b63355474a33623172e7,2.440384434546331,48.87420639505837,road
5453b63355474a33623172e8,2.3583373763639064,48.87373175389082,road
5453b63355474a33623172e9,1.4786333505085787,48.48425015229788,road
5453b63355474a33623172ea,2.3195003552505793,48.86429898975076,road
